polymer,temperature_K,chi,chi_critical,two_phase,binodal_low_w,binodal_high_w,spinodal_low_w,spinodal_high_w,common_tangent_residual
PVP-VA,276.9,1.1076002360381056,0.6180533988749896,True,0.2878304689567035,0.9999999999836623,0.4802693109624693,0.9905728542880142,3.9110944938480787e-16
PVP-VA,278.775,1.100150678356924,0.6180533988749896,True,0.29158651895860416,0.9999999999747604,0.48343748995602126,0.9904536158298184,5.551115123125783e-17
PVP-VA,280.65,1.0928006604630374,0.6180533988749896,True,0.29535596690675214,0.999999999961316,0.4866053057886051,0.9903329488734157,1.5123747210260869e-16
PVP-VA,282.525,1.0855482005449126,0.6180533988749896,True,0.29913872134582403,0.9999999999411691,0.4897727869675756,0.9902108264902457,1.7973637831668985e-16
PVP-VA,284.4,1.0783913690539784,0.6180533988749896,True,0.3029346945917614,0.9999999999112078,0.4929399627066447,0.9900872210435357,1.957315428640418e-16
PVP-VA,286.275,1.0713282869931062,0.6180533988749896,True,0.30674380274932717,0.9999999998669836,0.4961068629501578,0.9899621041640291,2.5843614235806087e-16
PVP-VA,288.15,1.064357124271912,0.6180533988749896,True,0.3105659657331871,0.9999999998021833,0.4992735183984099,0.9898354467246693,1.2665293277613727e-16
PVP-VA,290.025,1.0574760981258562,0.6180533988749896,True,0.3144011072926453,0.9999999997079134,0.5024399605340514,0.9897072188141993,1.1102230246251565e-16
PVP-VA,291.9,1.0506834715962707,0.6180533988749896,True,0.3182491550401549,0.9999999995717349,0.5056062216496394,0.9895773897096111,2.220446049250313e-16
PVP-VA,293.775,1.0439775520685948,0.6180533988749896,True,0.3221100404837649,0.9999999993763696,0.5087723348764004,0.9894459278473867,2.2121151491964192e-16
PVP-VA,295.65,1.0373566898662319,0.6180533988749896,True,0.32598369906364166,0.9999999990979846,0.511938334214258,0.9893128007934725,2.0308597411158075e-16
PVP-VA,297.525,1.0308192768975764,0.6180533988749896,True,0.32987007019283765,0.9999999987039253,0.5151042545632082,0.9891779752119075,9.646588221909069e-17
PVP-VA,299.4,1.0243637453538792,0.6180533988749896,True,0.33376909730248594,0.9999999981497455,0.5182701317560962,0.9890414168320484,2.5601300920758e-16
PVP-VA,301.275,1.0179885664557344,0.6180533988749896,True,0.33768072789160913,0.999999997375343,0.5214360025928894,0.9889030904143002,1.6653345369377348e-16
PVP-VA,303.15,1.0116922492460876,0.6180533988749896,True,0.3416049135817426,0.9999999962999581,0.5246019048765163,0.988762959714278,5.551115123125783e-17
PVP-VA,305.025,1.0054733394277566,0.6180533988749896,True,0.3455416101766004,0.9999999948157564,0.5277678774503621,0.9886209874453172,2.498001805406602e-16
PVP-VA,306.9,0.9993304182435694,0.6180533988749896,True,0.34949077772700465,0.9999999927796319,0.5309339602375153,0.9884771352392269,2.0797538688273086e-16
PVP-VA,308.775,0.9932621013973004,0.6180533988749896,True,0.35345238060133455,0.9999999900028153,0.5341001942818601,0.9883313636052008,4.399238728576695e-16
PVP-VA,310.65,0.9872670380136855,0.6180533988749896,True,0.357426387561757,0.999999986237777,0.5372666217911239,0.9881836318867739,9.195647879820893e-17
PVP-VA,312.525,0.9813439096358737,0.6180533988749896,True,0.36141277184652343,0.9999999811618245,0.5404332861819919,0.9880338982167078,1.2720652663702863e-15
PVP-VA,314.4,0.9754914292587514,0.6180533988749896,True,0.36541151125863003,0.9999999743566832,0.5436002321274024,0.9878821194697007,4.477798718845804e-16
PVP-VA,316.275,0.969708340396653,0.6180533988749896,True,0.36942258826114427,0.9999999652832313,0.5467675056061639,0.9877282512127712,3.879900564118318e-15
PVP-VA,318.15,0.9639934161840372,0.6180533988749896,True,0.37344599007959256,0.9999999532504203,0.549935153955017,0.9875722476531996,3.849105119190301e-15
PVP-VA,320.025,0.9583454585077773,0.6180533988749896,True,0.3774817088116416,0.9999999373772751,0.5531032259232972,0.9874140615838686,1.389460135825751e-14
PVP-VA,321.9,0.9527632971697777,0.6180533988749896,True,0.38152974154464636,0.9999999165466885,0.5562717717303561,0.9872536443258426,2.7178280494268636e-14
PVP-VA,323.775,0.9472457890786857,0.6180533988749896,True,0.3855900904812158,0.9999998893495734,0.5594408431258983,0.987090945668036,5.78964179853993e-14
PVP-VA,325.65,0.9417918174695269,0.6180533988749896,True,0.38966276307343817,0.9999998540177295,0.562610493453434,0.9869259138037616,1.2208241858424945e-13
PVP-VA,327.525,0.9364002911501457,0.6180533988749896,True,0.3937477721661185,0.9999998083436045,0.5657807777170211,0.9867584952639913,2.2458262365266348e-13
PVP-VA,329.4,0.9310701437733803,0.6180533988749896,True,0.3978451361493273,0.9999997495849137,0.5689517526515162,0.9865886348471077,4.232750712501267e-13
PVP-VA,331.275,0.9258003331339565,0.6180533988749896,True,0.40195487912109934,0.999999674351891,0.5721234767965613,0.9864162755449206,7.893215682085287e-13
PVP-VA,333.15,0.9205898404891234,0.6180533988749896,True,0.4060770310634686,0.9999995784747231,0.5752960105745321,0.986241358464721,2.9659556374956015e-16
PVP-VA,335.025,0.9154376699021011,0.6180533988749896,True,0.41021162801694,0.9999994568485306,0.5784694163727231,0.9860638227470983,1.1102230246251565e-16
PVP-VA,336.9,0.9103428476074545,0.6180533988749896,True,0.41435871228844395,0.9999993032530545,0.5816437586300405,0.9858836054792501,1.1102230246251565e-16
PVP-VA,338.775,0.9053044213975395,0.6180533988749896,True,0.4185183326519212,0.9999991101440369,0.5848191039285029,0.9857006416034841,1.5027927524776768e-16
PVP-VA,340.65,0.9003214600292131,0.6180533988749896,True,0.42269054457045485,0.9999988684131181,0.5879955210898768,0.9855148638205867,2.453800218234749e-16
PVP-VA,342.525,0.8953930526500298,0.6180533988749896,True,0.42687541043018035,0.9999985671129467,0.5911730812778,0.9853262024876985,1.4521623175850616e-16
PVP-VA,344.4,0.8905183082431807,0.6180533988749896,True,0.43107299978825186,0.9999981931440897,0.5943518581057625,0.9851345855103395,3.3306690738754696e-16
PVP-VA,346.275,0.885696355090467,0.6180533988749896,True,0.43528338963555446,0.9999977309002791,0.5975319277513681,0.9849399382281492,1.1102230246251565e-16
PVP-VA,348.15,0.8809263402526252,0.6180533988749896,True,0.4395066646749217,0.9999971618685094,0.6007133690773069,0.9847421832939159,1.6653345369377348e-16
PVP-VA,350.025,0.8762074290663565,0.6180533988749896,True,0.4437429176156154,0.9999964641805367,0.6038962637595333,0.9845412405454012,1.1102230246251565e-16
PVP-VA,351.9,0.8715388046574352,0.6180533988749896,True,0.4479922494849049,0.9999956121124236,0.6070806964231585,0.984337026869451,2.220446049250313e-16
PVP-VA,353.775,0.8669196674692995,0.6180533988749896,True,0.4522547699576215,0.9999945755289237,0.610266754786636,0.9841294560578121,2.6668924988530252e-17
PVP-VA,355.65,0.8623492348065555,0.6180533988749896,True,0.45653059770461496,0.9999933192697128,0.6134545298148472,0.983918438654049,3.705033813760229e-16
PVP-VA,357.525,0.8578267403928438,0.6180533988749896,True,0.4608198607611249,0.9999918024747491,0.6166441158817683,0.9837038817908796,3.885780586188048e-16
PVP-VA,359.4,0.8533514339425471,0.6180533988749896,True,0.4651226969161316,0.9999899778463849,0.6198356109434374,0.9834856890172113,3.300194416620036e-16
PVP-VA,361.275,0.8489225807458347,0.6180533988749896,True,0.4694392541238874,0.9999877908462428,0.6230291167220308,0.9832637601140657,3.3306690738754696e-16
PVP-VA,363.15,0.8445394612665604,0.6180533988749896,True,0.47376969093886523,0.9999851788253183,0.6262247389019121,0.9830379908985334,4.1567596609044994e-16
PVP-VA,365.025,0.8402013707525552,0.6180533988749896,True,0.4781141769755605,0.9999820700862637,0.6294225873386091,0.982808273014799,3.0066000916074867e-16
PVP-VA,366.9,0.8359076188578671,0.6180533988749896,True,0.48247289339466004,0.9999783828773181,0.6326227762817572,0.982574493711202,4.440892098500626e-16
PVP-VA,368.775,0.8316575292765275,0.6180533988749896,True,0.48684603341728744,0.9999740243179016,0.6358254246131626,0.9823365356021718,1.0984520195154003e-15
PVP-VA,370.65,0.8274504393874313,0.6180533988749896,True,0.4912338028692312,0.9999688892564169,0.6390306561012177,0.9820942764138205,3.3687119705146204e-15
PVP-VA,372.525,0.8232856999099428,0.6180533988749896,True,0.4956364207572326,0.9999628590613313,0.6422385996730718,0.9818475887117685,7.728195203059044e-15
PVP-VA,374.4,0.8191626745698489,0.6180533988749896,True,0.5000541198797177,0.9999558003470926,0.6454493897060466,0.9815963396097384,1.2935217908560225e-14
PVP-VA,376.275,0.8150807397753012,0.6180533988749896,True,0.5044871474745645,0.9999475636368478,0.6486631663399892,0.9813403904571982,2.1989686500759975e-14
PVP-VA,378.15,0.811039284302397,0.6180533988749896,True,0.5089357659069126,0.99993798196428,0.6518800758123862,0.9810795965042541,4.337703559074968e-14
PVP-VA,380.025,0.8070377089900702,0.6180533988749896,True,0.5134002534003417,0.9999268694170993,0.6551002708182867,0.9808138065417268,8.988352630820515e-14
PVP-VA,381.9,0.8030754264439682,0.6180533988749896,True,0.5178809048152546,0.999914019624828,0.6583239108972779,0.9805428625141805,1.550437825306348e-13
PVP-VA,383.775,0.7991518607490103,0.6180533988749896,True,0.5223780324781626,0.9998992041934543,0.6615511628500186,0.9802665991033923,2.867251690252554e-13
PVP-VA,385.65,0.7952664471903318,0.6180533988749896,True,0.5268919670676852,0.9998821710893117,0.6647822011870947,0.9799848432794964,5.162657063664615e-13
PVP-VA,387.525,0.7914186319823274,0.6180533988749896,True,0.5314230585614185,0.9998626429740991,0.6680172086132838,0.9796974138167247,9.188427443613498e-13
PVP-VA,389.4,0.7876078720055251,0.6180533988749896,True,0.5359716772502954,0.9998403154923332,0.6712563765506604,0.9794041207703031,1.6676555601026586e-12
PVP-VA,391.275,0.7838336345510228,0.6180533988749896,True,0.5405382148433245,0.9998148555116816,0.6744999057043759,0.9791047649106738,1.1102230246251565e-16
PVP-VA,393.15,0.7800953970722407,0.6180533988749896,True,0.5451230855885091,0.9997858993153165,0.6777480066753938,0.9787991371107632,9.191323917245864e-17
PVP-VA,395.025,0.7763926469437414,0.6180533988749896,True,0.549726727598808,0.9997530507446374,0.6810009006249825,0.9784870176814895,1.688814290235624e-17
PVP-VA,396.9,0.772724881226887,0.6180533988749896,True,0.5543496041769866,0.9997158792882406,0.6842588199963483,0.9781681756501359,2.220446049250313e-16
PVP-VA,398.775,0.7690916064421075,0.6180533988749896,True,0.5589922052981602,0.9996739181119086,0.6875220092994657,0.9778423679755187,1.1102230246251565e-16
PVP-VA,400.65,0.7654923383475638,0.6180533988749896,True,0.5636550492082073,0.9996266620218023,0.6907907259659337,0.9775093386931368,2.220446049250313e-16
PVP-VA,402.525,0.7619266017239958,0.6180533988749896,True,0.5683386841607057,0.9995735653507092,0.6940652412815683,0.9771688179825794,1.1102230246251565e-16
PVP-VA,404.4,0.7583939301655575,0.6180533988749896,True,0.5730436903085155,0.9995140397544424,0.697345841405456,0.9768205211484762,2.220446049250313e-16
PVP-VA,406.275,0.7548938658764419,0.6180533988749896,True,0.5777706817683442,0.9994474519023883,0.7006328284853751,0.976464147505077,1.6653345369377348e-16
PVP-VA,408.15,0.7514259594731139,0.6180533988749896,True,0.5825203088791207,0.9993731210427758,0.7039265218808566,0.9760993791531959,3.3306690738754696e-16
PVP-VA,410.025,0.7479897697919674,0.6180533988749896,True,0.5872932606779334,0.999290316419413,0.7072272595067248,0.9757258796366698,2.4945120296639145e-17
PVP-VA,411.9,0.744584863702237,0.6180533988749896,True,0.5920902676206178,0.9991982545123702,0.7105353993118245,0.9753432924636368,3.71881345162528e-16
PVP-VA,413.775,0.741210815923996,0.6180533988749896,True,0.5969121045780519,0.9990960960703007,0.7138513209097751,0.9749512394757822,2.4199917650303757e-15
PVP-VA,415.65,0.7378672088510801,0.6180533988749896,True,0.6017595941438236,0.9989829428967135,0.7171754273811344,0.974549319046178,3.0713821243255612e-15
PVP-VA,417.525,0.7345536323787831,0.6180533988749896,True,0.6066336102940236,0.9988578343463906,0.7205081472693229,0.9741371040833616,1.1394161845588655e-14
PVP-VA,419.4,0.7312696837361742,0.6180533988749896,True,0.6115350824469513,0.9987197434811734,0.7238499367961766,0.9737141398157843,3.3447935176775245e-14
PVP-VA,421.275,0.7280149673228923,0.6180533988749896,True,0.616464999977142,0.9985675728262785,0.7272012823271629,0.9732799413265976,7.432833713208638e-14
PVP-VA,423.15,0.7247890945502811,0.6180533988749896,True,0.6214244172472315,0.9984001496589414,0.7305627031212291,0.9728339908038094,1.8138700990429774e-13
Soluplus,273.15,0.6934979285824402,0.5954537595841944,True,0.6700454930956443,0.9993373974229781,0.7689023520466829,0.9805349219510541,6.484495592428438e-12
Soluplus,275.025,0.6887699634298465,0.5954537595841944,True,0.677709566538047,0.999178842380155,0.7740115452367591,0.9799740475656947,1.5542376955758608e-16
Soluplus,276.9,0.6841060281411829,0.5954537595841944,True,0.685436348587482,0.9989884106744393,0.779141222078782,0.9793855092293947,1.6653345369377348e-16
Soluplus,278.775,0.6795048307498647,0.5954537595841944,True,0.6932307534990175,0.9987608784100245,0.7842937769838318,0.9787669295206596,1.1102230246251565e-16
Soluplus,280.65,0.6749651138154055,0.5954537595841944,True,0.70109830755485,0.9984903169660283,0.7894719160325179,0.9781156192949053,2.7755575615628914e-16
Soluplus,282.525,0.6704856532777401,0.5954537595841944,True,0.7090452541560676,0.9981699926986315,0.7946787144535549,0.9774285202060982,2.036477269370257e-15
Soluplus,284.4,0.6660652573568691,0.5954537595841944,True,0.7170786844218943,0.9977922422594162,0.7999176882105787,0.976702133120146,1.96629076410805e-14
Soluplus,286.275,0.661702765495742,0.5954537595841944,True,0.7252067013682033,0.9973483152843351,0.8051928841352806,0.9759324279819738,1.5211590599878248e-13
Soluplus,288.15,0.6573970473444162,0.5954537595841944,True,0.7334386287670595,0.9968281730945717,0.8105089947875845,0.975114728955553,7.229243381224118e-13
Soluplus,290.025,0.6531470017836171,0.5954537595841944,True,0.741785280363662,0.9962202274625882,0.8158715068044339,0.974243566075324,3.2732465284242285e-12
Soluplus,291.9,0.6489515559859319,0.5954537595841944,True,0.7502593124042027,0.9955109965852308,0.821286895405714,0.9733124807404775,5.551115123125783e-17
Soluplus,293.775,0.6448096645129556,0.5954537595841944,True,0.7588756916766738,0.9946846446037462,0.8267628837868145,0.9723137663225975,6.944314914769656e-17
Soluplus,295.65,0.6407203084467903,0.5954537595841944,True,0.767652331851525,0.9937223540666594,0.8323087957940155,0.9712381154904817,4.576620657968655e-16
Soluplus,297.525,0.6366824945543854,0.5954537595841944,True,0.7766109743641646,0.9926014523985207,0.8379360461894931,0.9700741299453345,3.90938908849392e-15
Soluplus,299.4,0.6326952544832783,0.5954537595841944,True,0.7857784420363276,0.991294165674368,0.8436588399664469,0.9688076211058448,2.4402693949744647e-14
Soluplus,301.275,0.6287576439873654,0.5954537595841944,True,0.795188476817212,0.9897657876739229,0.8494952005105101,0.967420581946977,1.5301766743882478e-13
Soluplus,303.15,0.624868742181407,0.5954537595841944,True,0.8048845328227675,0.9879718929828674,0.8554685368240482,0.9658896197758708,1.8487875618443395e-12
Soluplus,305.025,0.6210276508230261,0.5954537595841944,True,0.8149242114422048,0.9858539072284273,0.8616101395470662,0.964183460211135,1.0116361605838273e-11
Soluplus,306.9,0.6172334936210281,0.5954537595841944,True,0.8253866996054116,0.9833316748031762,0.8679633788199749,0.9622587493202787,1.919624748329858e-11
Soluplus,308.775,0.6134854155689209,0.5954537595841944,True,0.8363861368106227,0.9802900910240591,0.874591273841424,0.9600524840620748,6.070020484513772e-11
Soluplus,310.65,0.6097825823025705,0.5954537595841944,True,0.8480980087416192,0.9765527368307861,0.8815914673704975,0.957467037784563,2.969541279540522e-11
Soluplus,312.525,0.6061241794809809,0.5954537595841944,True,0.8608183658574432,0.9718226170724078,0.889129970827322,0.9543364151246368,2.6705851072228448e-14
Soluplus,314.4,0.6025094121892288,0.5954537595841944,True,0.8751264777939397,0.9655195434631724,0.8975340577017966,0.950333358599506,9.43689570931383e-16
Soluplus,316.275,0.5989375043626386,0.5954537595841944,True,0.8925278500352031,0.9561371327184434,0.9076607385011862,0.9446008736592999,1.9437007559020003e-11
Soluplus,318.15,0.5954076982313171,0.5954537595841944,False,,,,,
Soluplus,320.025,0.5919192537842154,0.5954537595841944,False,,,,,
Soluplus,321.9,0.5884714482519215,0.5954537595841944,False,,,,,
Soluplus,323.775,0.5850635756074235,0.5954537595841944,False,,,,,
Soluplus,325.65,0.5816949460841195,0.5954537595841944,False,,,,,
Soluplus,327.525,0.578364885710384,0.5954537595841944,False,,,,,
Soluplus,329.4,0.575072735860029,0.5954537595841944,False,,,,,
Soluplus,331.275,0.571817852818032,0.5954537595841944,False,,,,,
Soluplus,333.15,0.5685996073609292,0.5954537595841944,False,,,,,
Soluplus,335.025,0.5654173843512977,0.5954537595841944,False,,,,,
Soluplus,336.9,0.5622705823457808,0.5954537595841944,False,,,,,
Soluplus,338.775,0.5591586132161274,0.5954537595841944,False,,,,,
Soluplus,340.65,0.5560809017827493,0.5954537595841944,False,,,,,
Soluplus,342.525,0.5530368854603125,0.5954537595841944,False,,,,,
Soluplus,344.4,0.5500260139149057,0.5954537595841944,False,,,,,
Soluplus,346.275,0.5470477487323472,0.5954537595841944,False,,,,,
Soluplus,348.15,0.5441015630972097,0.5954537595841944,False,,,,,
Soluplus,350.025,0.5411869414821614,0.5954537595841944,False,,,,,
Soluplus,351.9,0.5383033793472394,0.5954537595841944,False,,,,,
Soluplus,353.775,0.535450382848685,0.5954537595841944,False,,,,,
Soluplus,355.65,0.5326274685569902,0.5954537595841944,False,,,,,
Soluplus,357.525,0.5298341631838153,0.5954537595841944,False,,,,,
Soluplus,359.4,0.5270700033174556,0.5954537595841944,False,,,,,
Soluplus,361.275,0.524334535166545,0.5954537595841944,False,,,,,
Soluplus,363.15,0.5216273143116991,0.5954537595841944,False,,,,,
Soluplus,365.025,0.5189479054648135,0.5954537595841944,False,,,,,
Soluplus,366.9,0.5162958822357415,0.5954537595841944,False,,,,,
Soluplus,368.775,0.5136708269060906,0.5954537595841944,False,,,,,
Soluplus,370.65,0.5110723302098841,0.5954537595841944,False,,,,,
Soluplus,372.525,0.5084999911208471,0.5954537595841944,False,,,,,
Soluplus,374.4,0.5059534166460832,0.5954537595841944,False,,,,,
Soluplus,376.275,0.5034322216259213,0.5954537595841944,False,,,,,
Soluplus,378.15,0.5009360285397157,0.5954537595841944,False,,,,,
Soluplus,380.025,0.49846446731739635,0.5954537595841944,False,,,,,
Soluplus,381.9,0.4960171751565686,0.5954537595841944,False,,,,,
Soluplus,383.775,0.49359379634497696,0.5954537595841944,False,,,,,
Soluplus,385.65,0.4911939820881461,0.5954537595841944,False,,,,,
Soluplus,387.525,0.48881739034202576,0.5954537595841944,False,,,,,
Soluplus,389.4,0.4864636856504713,0.5954537595841944,False,,,,,
Soluplus,391.275,0.48413253898739644,0.5954537595841944,False,,,,,
Soluplus,393.15,0.4818236276034428,0.5954537595841944,False,,,,,
Soluplus,395.025,0.47953663487701675,0.5954537595841944,False,,,,,
Soluplus,396.9,0.4772712501695478,0.5954537595841944,False,,,,,
Soluplus,398.775,0.47502716868483114,0.5954537595841944,False,,,,,
Soluplus,400.65,0.4728040913323188,0.5954537595841944,False,,,,,
Soluplus,402.525,0.4706017245942327,0.5954537595841944,False,,,,,
Soluplus,404.4,0.4684197803963737,0.5954537595841944,False,,,,,
Soluplus,406.275,0.46625797598250823,0.5954537595841944,False,,,,,
Soluplus,408.15,0.4641160337922174,0.5954537595841944,False,,,,,
Soluplus,410.025,0.46199368134209756,0.5954537595841944,False,,,,,
Soluplus,411.9,0.4598906511102052,0.5954537595841944,False,,,,,
Soluplus,413.775,0.4578066804236446,0.5954537595841944,False,,,,,
Soluplus,415.65,0.45574151134919655,0.5954537595841944,False,,,,,
Soluplus,417.525,0.4536948905868955,0.5954537595841944,False,,,,,
Soluplus,419.4,0.45166656936646055,0.5954537595841944,False,,,,,
Soluplus,421.275,0.44965630334649226,0.5954537595841944,False,,,,,
Soluplus,423.15,0.4476638525163501,0.5954537595841944,False,,,,,
Eudragit L100,273.15,1.254901013625368,0.5849829914261059,True,0.21250971958281628,1.0,0.409660580769646,0.9957409687065497,1.1102230246250901e-16
Eudragit L100,275.025,1.2463456481111508,0.5849829914261059,True,0.21549026566430635,1.0,0.4124488547881782,0.9956918438404949,1.7297274723659936e-13
Eudragit L100,276.9,1.2379061461602359,0.5849829914261059,True,0.21848307094690556,1.0,0.415237004056523,0.9956422576443393,1.868505350444138e-13
Eudragit L100,278.775,1.2295801699283266,0.5849829914261059,True,0.22148802515501312,1.0,0.41802503541516345,0.9955922034656803,1.7930101847696266e-13
Eudragit L100,280.65,1.2213654440469242,0.5849829914261059,True,0.22450502004553402,1.0,0.42081295583538325,0.9955416745212342,2.0206059048177814e-13
Eudragit L100,282.525,1.2132597535501963,0.5849829914261059,True,0.22753394938326357,1.0,0.42360077242255906,0.9954906638935433,2.000621890374523e-13
Eudragit L100,284.4,1.2052609418838582,0.5849829914261059,True,0.23057470891699924,1.0,0.4263884924195525,0.9954391645275853,2.0183854587685116e-13
Eudragit L100,286.275,1.1973669089922951,0.5849829914261059,True,0.23362719635670112,1.0,0.4291761232102092,0.9953871692272733,2.011724120620726e-13
Eudragit L100,288.15,1.1895756094803722,0.5849829914261059,True,0.23669131135140187,1.0,0.43196367232296573,0.9953346706518492,2.1171953079600317e-13
